1	0,607
2	-1,55
3	1,523
4	-2,162
5	-0,522
6	-0,247
7	-1,175
8	0,504
9	-1,12
10	-0,584
11	-0,913
12	-1,59
13	-1,125
14	-0,986
15	1,005
16	0,443
17	-2,157
18	0,003
19	1,738
20	-0,438
21	1,051
22	1,162
23	1,527
24	0,275
25	1,069
26	0,466
27	0,766
28	1,229
29	0,579
30	-0,541
31	-0,895
32	-2,517
33	0,143
34	-0,268
35	-0,703
36	-0,118
37	-0,312
38	1,049
39	-1,106
40	-0,345
41	-0,579
42	0,306
43	2,707
44	0,292
45	0,2
46	-0,727
47	-0,845
48	-0,724
49	0,801
50	-0,608
51	0,326
52	2,699
53	0,393
54	-1,332
55	0,876
56	-2,23
57	-0,676
58	2,379
59	0,645
60	-0,372
61	0,671
62	-2,033
63	0,143
64	-0,307
65	0,821
66	-0,232
67	-0,747
68	-0,427
69	-1,406
70	0,112
71	0,943
72	-1,228
73	0,499
74	-0,441
75	2,271
76	0,142
77	0,825
78	-0,343
79	-0,172
80	0,231
81	0,612
82	0,235
83	-1,249
84	-0,518
85	1,015
86	-0,342
87	0,246
88	0,288
89	0,818
90	-0,82
91	-0,941
92	0,716
93	0,274
94	1,17
95	-0,769
96	1,121
97	0,423
98	-0,511
99	0,366
100	0,537
101	0,034
102	-0,743
103	0,508
104	1,289
105	0,867
106	-0,464
107	0,258
108	-0,099
109	-0,944
110	1,536
111	-0,134
112	-0,23
113	-1,378
114	0,085
115	0,571
116	-0,525
117	-0,696
118	-0,946
119	-0,302
120	0,982
121	0,073
122	0,175
123	-0,084
124	1,957
125	-1,439
126	1,671
127	-0,461
128	0,273
129	0,391
130	-0,483
131	-0,131
132	1,05
133	-3,661
134	-0,573
135	-0,482
136	-0,451
137	1,298
138	0,101
139	-0,654
140	-1,241
141	-1,267
142	0,639
143	0,271
144	0,406
145	1,824
146	-0,413
147	0,967
148	-0,535
149	0,459
150	-0,134
151	-0,702
152	-1,887
153	1,925
154	-2,07
155	0,986
156	-0,269
157	-0,242
158	-0,425
159	-1,927
160	-0,471
161	1,91
162	0,016
163	0,984
164	0,747
165	0,113
166	-0,694
167	0,215
168	-0,398
169	-0,4
170	2,439
171	-1,13
172	-1,126
173	0,019
174	1,49
175	-0,473
176	-2,52
177	0,281
178	1,363
179	0,182
180	0,111
181	2,21
182	0,803
183	0,939
184	-0,26
185	0,261
186	-0,926
187	1,18
188	0,22
189	-0,292
190	1,627
191	0,205
192	-0,363
193	-0,861
194	0,591
195	-1,379
196	0,016
197	-1,896
198	1,549
199	-0,744
200	0,063
201	1,044
202	-1,971
203	0,317
204	0,158
205	0,473
206	0,654
207	-0,674
208	-1,79
209	-1,061
210	1,974
211	-0,53
212	-1,002
213	0,006
214	-0,553
215	-0,358
216	0,884
217	-0,135
218	-0,437
219	0,292
220	0,644
221	1,529
222	1,303
223	1,205
224	-0,192
225	-0,312
226	0,321
227	0,806
228	1,906
229	-0,882
230	-1,675
231	0,63
232	-0,52
233	1,932
234	-0,51
235	-0,871
236	1,962
237	1,386
238	0,204
239	-1,271
240	2,24
241	-0,648
242	-0,592
243	-0,431
244	0,114
245	0,272
246	0,259
247	-0,474
248	-1,085
249	0,279
250	2,351
251	0,607
252	0,883
253	0,007
254	0,493
255	1,063
256	1,13
257	1,67
258	1,31
259	0,224
260	-0,519
261	-1,158
262	-0,064
263	-0,161
264	0,771
265	1,391
266	-1,983
267	1,218
268	2,282
269	-0,213
270	1,267
271	1,051
272	-0,663
273	-1,521
274	0,167
275	1,209
276	0,068
277	-0,639
278	0,171
279	0,161
280	-1,931
281	0,735
282	-1,276
283	-1,013
284	-0,971
285	0,751
286	0,038
287	-1,258
288	-0,009
289	1,993
290	0,131
291	0,217
292	-0,556
293	-1,407
294	-0,585
295	0,423
296	-0,221
297	1,145
298	0,556
299	0,508
300	0,831
301	1,238
302	-0,957
303	-1,147
304	0,323
305	-0,779
306	0,617
307	1,12
308	0,998
309	-1,056
310	0,618
311	0,271
312	-0,081
313	1,131
314	1,476
315	-0,797
316	-1,39
317	-0,744
318	-1,149
319	0,988
320	-0,651
321	0,643
322	-0,224
323	1,497
324	-0,735
325	-0,543
326	-0,172
327	-0,954
328	-1,183
329	-0,111
330	-0,803
331	-0,783
332	1,303
333	1,255
334	1,816
335	-0,686
336	-0,238
337	1,11
338	-0,396
339	-0,789
340	0,478
341	-0,405
342	1,108
343	0,387
344	1,77
345	-1,753
346	0,462
347	-0,387
348	0,145
349	1,094
350	0,063
351	2,662
352	1
353	-1,188
354	1,225
355	1,293
356	-0,02
357	1,327
358	-0,434
359	-0,872
360	-1,285
361	-0,266
362	0,768
363	1,056
364	2,166
365	1,226
366	-0,278
367	-0,898
368	-0,312
369	-1,583
370	1,104
371	0,808
372	-1,743
373	-0,056
374	0,88
375	-1,112
376	-1,112
377	-0,695
378	1,292
379	-1,735
380	0,407
381	0,674
382	0,196
383	0,509
384	-1,553
385	-0,799
386	-0,434
387	-0,818
388	-0,595
389	0,789
390	-0,552
391	-1,133
392	-1,083
393	-1,45
394	1,008
395	-0,826
396	0,596
397	-0,853
398	0,633
399	0,611
400	-1,198
401	-1,434
402	-0,771
403	0,214
404	-1,587
405	1,471
406	-1,419
407	-0,04
408	-0,363
409	0,042
410	0,69
411	0,422
412	2,574
413	-1,571
414	0,532
415	1,147
416	1,431
417	0,652
418	0,603
419	0,791
420	-1,225
421	0,85
422	-0,01
423	0,159
424	-0,301
425	1,011
426	1,261
427	1,849
428	-1,537
429	-0,116
430	2,004
431	-2,19
432	0,035
433	-0,354
434	-0,584
435	-0,103
436	0,44
437	-1,555
438	-0,204
439	-0,757
440	0,198
441	-1,691
442	-0,025
443	0,888
444	-0,991
445	-0,733
446	0,02
447	1,369
448	0,107
449	0,236
450	-1,287
451	-0,887
452	-0,135
453	1,559
454	1,481
455	1,143
456	0,945
457	-0,56
458	-0,084
459	-0,024
460	-0,297
461	-0,484
462	0,482
463	-0,316
464	0,285
465	-0,153
466	1,209
467	0,884
468	-1,059
469	0,793
470	0,081
471	-0,126
472	-1,025
473	-1,059
474	1,174
475	-1,523
476	-0,016
477	0,119
478	0,209
479	-0,966
480	0,308
481	-1,823
482	-0,395
483	-1,687
484	-0,222
485	1,583
486	0,5
487	-0,113
488	0,38
489	1,511
490	0,605
491	-1,351
492	0,895
493	2,076
494	0,785
495	0,774
496	-0,643
497	-0,91
498	-0,639
499	0,8
500	-0,338
501	-1,03
502	-1,081
503	-0,08
504	-0,59
505	2,001
506	0,168
507	0,234
508	1,638
509	-0,836
510	-0,212
511	0,547
512	0,226
513	-0,506
514	-0,326
515	0,005
516	-1,894
517	-1,6
518	0,294
519	-0,934
520	-0,787
521	-1,225
522	-0,963
523	0,935
524	0,354
525	-0,534
526	-1,487
527	0,004
528	0,207
529	0,01
530	-0,187
531	-0,663
532	-0,342
533	2,049
534	0,271
535	-0,518
536	-1,578
537	-1,08
538	1,165
539	-0,202
540	0,065
541	1,852
542	1,436
543	-0,953
544	0,061
545	0,002
546	-0,41
547	0,293
548	0,463
549	0,403
550	0,645
551	-0,457
552	-0,743
553	-1,232
554	1,83
555	-1,472
556	1,417
557	-1,197
558	0,17
559	-1,292
560	1,044
561	0,73
562	-1,041
563	0,716
564	-0,403
565	0,277
566	-0,801
567	0,15
568	-0,444
569	0,376
570	-0,643
571	0,209
572	-1,473
573	-1,322
574	-1,301
575	-0,608
576	-0,756
577	-1,034
578	-0,178
579	0,412
580	-0,338
581	-0,06
582	0,421
583	-0,633
584	0,36
585	-0,272
586	1,053
587	-0,458
588	-0,222
589	0,05
590	-1,375
591	0,861
592	-0,693
593	-0,517
594	-1,024
595	1,412
596	-0,837
597	-2,282
598	-1,204
599	-0,309
600	-0,42
601	-2,084
602	-0,443
603	-0,082
604	-0,617
605	0,847
606	-0,261
607	-0,51
608	-1,245
609	-0,457
610	0,333
611	0,538
612	-0,16
613	0,181
614	0,231
615	-1,011
616	0,215
617	-1,413
618	-0,995
619	-0,633
620	-1,046
621	2,602
622	-1,114
623	-0,895
624	-0,938
625	-1,059
626	-1,594
627	1,061
628	-0,81
629	0,852
630	0,574
631	-1,227
632	1,605
633	0,584
634	-0,749
635	0,089
636	-0,419
637	-0,355
638	0,223
639	0,789
640	0,571
641	1,547
642	0,99
